gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysAnxious,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Male,200k above,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-2,-1,-2,0,1,-2,0,-1,0,0,-1,0,1,0,-2,-1,1,2,-2,2,0,-2,0,0,-2,-2,0,0,2,0,-2,0,6.62474
Male,200k above,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",No,Never,Yes,-2,-1,2,1,-2,-2,0,0,2,2,-1,0,-2,0,0,0,0,0,0,0,-2,0,1,2,1,-2,0,1,0,0,0,-2,16.6789
Male,80k - 120k,165 - 170,Yes,They complement each other,Always,"Yes, I have family",At least once a week,Sometimes,No,0,1,1,0,1,0,1,0,0,2,-2,1,1,2,0,1,-1,0,-1,0,0,-1,1,0,1,0,-1,-1,-1,-1,2,0,27.2294
Male,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a month,Rarely,No,-1,-2,1,0,0,0,2,0,-2,0,1,1,0,1,1,0,0,1,0,-2,0,-2,0,1,0,-2,-2,1,0,0,1,-2,6.28894
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3886
Male,0 - 10k,175 - 180,Yes,They are separate,Never,No,At least once a week,Never,Yes,-2,-1,2,0,0,-2,-2,-1,-2,1,-2,-2,2,-1,1,-2,1,1,1,0,1,-1,-1,0,2,-2,0,1,-1,1,0,-2,3.76291
Male,0 - 10k,190 above,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Never,Yes,0,-2,0,1,-1,0,2,-2,0,0,0,0,-1,1,-2,-2,1,0,0,0,0,-2,0,0,-2,-1,1,0,-2,1,0,-1,0.184982
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Never,Yes,1,1,0,2,0,0,1,0,0,0,1,-1,1,-2,0,0,1,0,-2,1,0,0,-2,1,0,0,0,0,1,1,-1,0,-8.55252
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,No,More than three times a week,Sometimes,Yes,-1,-2,1,0,1,1,-2,-1,0,1,-2,-1,1,-2,0,-2,-2,0,0,-2,0,-2,0,1,-2,0,0,2,-1,0,0,0,2.41046
Female,150k - 200k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,0,0,1,0,0,-1,0,-2,-1,1,-2,-1,-2,-2,0,1,0,0,0,-2,-2,0,-2,-2,1,0,0,0,-1,-2,0,0,7.49688
Male,20k - 50k,165 - 170,Yes,They complement each other,Never,No,No,Always,Yes,0,2,2,-2,1,1,-2,-2,2,2,0,1,0,-2,2,1,-2,0,1,-2,1,-1,1,2,1,-2,1,1,-1,1,1,-2,4.68603
Male,0 - 10k,165 - 170,Yes,They are separate,Always,"Yes, I have family",No,Always,Yes,-2,-1,1,1,1,1,-1,-2,1,2,-2,1,0,0,1,-2,0,0,2,-1,1,0,1,1,2,0,1,1,0,0,1,-1,-0.330466
Female,10k - 15k,155 - 160,Yes,They complement each other,Never,"Yes, I have family",At least once a week,Rarely,No,1,0,0,1,2,0,-2,1,0,0,0,-2,2,1,0,1,0,1,0,1,1,0,0,1,1,0,0,-2,1,1,1,0,-17.8205
Male,120k - 150k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Always,Yes,-2,-1,2,0,2,0,-1,-1,0,1,-2,0,-1,1,1,2,1,1,0,0,1,-1,1,2,2,-2,0,-2,-2,0,1,-1,-4.33126
Male,200k above,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,0,0,1,-2,-1,0,-2,-2,1,-1,-2,2,0,0,1,-1,0,-2,2,-2,2,-1,-2,0,2,-2,0,2,-2,-2,1,0.0339361
Male,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,-1,1,-1,-1,0,-2,-1,0,-1,-1,-1,0,0,0,-1,0,1,0,-2,0,-1,0,0,-1,1,0,-2,-2,1,0,1,11.9863
Male,200k above,170 - 175,Yes,They are separate,Rarely,"Yes, I have both",No,Never,No,-1,0,0,1,0,-2,-1,0,1,1,0,-2,1,0,-1,-2,0,0,0,2,1,-2,-2,-2,1,1,-2,-1,2,0,1,0,3.34571
Female,120k - 150k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,1,-2,0,1,-2,0,2,-2,0,1,0,0,0,0,0,-1,1,1,2,0,0,-1,0,0,1,0,0,2,0,1,0,1,-0.893596
Male,50k - 80k,170 - 175,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Always,Yes,0,1,1,0,-2,0,0,-2,1,2,1,0,2,-2,0,2,0,2,0,0,0,0,0,1,-2,0,-2,2,1,1,-2,0,13.2414
Male,200k above,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,No,-2,0,-2,-1,0,-2,0,-1,-2,1,0,-2,-2,1,-2,-2,0,1,-2,1,0,-2,1,0,-2,0,1,0,0,0,1,0,15.2003
Male,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Never,Yes,0,0,2,0,-2,-2,1,-2,-2,0,1,-2,0,0,1,0,-2,1,0,0,0,-2,0,0,0,-2,1,1,-2,1,0,0,5.22936
Male,200k above,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Never,No,0,-2,0,-2,-1,-2,2,-2,-2,-2,0,0,2,2,-2,0,0,0,1,2,0,1,-2,-2,-2,1,-2,-2,1,-2,0,2,7.46764
Male,120k - 150k,175 - 180,Yes,They conflict,Never,"Yes, I have both",At least once a month,Never,No,2,1,0,2,1,0,0,1,-1,2,-2,-2,1,1,0,1,-1,0,-2,1,-1,-1,-2,0,0,1,-2,0,1,0,0,0,-3.1074
Male,80k - 120k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Never,Yes,0,-2,1,-2,1,2,0,-2,1,1,1,0,2,0,0,0,0,1,1,2,0,-2,1,0,0,1,0,2,-2,1,1,-2,33.0618
Female,150k - 200k,155 - 160,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Always,No,0,-2,0,-1,-2,-2,0,-1,0,0,-2,-1,-1,0,-2,-1,0,1,0,0,1,0,0,0,-2,-2,0,-2,1,2,0,-2,-4.75996
Female,10k - 15k,160 - 165,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,0,1,1,-2,0,0,-1,2,1,-2,0,0,0,1,-1,1,0,2,-1,2,-2,1,2,2,-1,2,2,-1,2,0,-1,-5.55643
Female,0 - 10k,170 - 175,Yes,They are separate,Sometimes,No,At least once a month,Sometimes,No,1,0,2,-2,1,1,0,0,0,-2,1,1,1,-2,0,-2,-2,0,-2,0,0,1,1,1,-2,1,0,1,1,0,0,2,-9.0876
Female,15k - 20k,160 - 165,Yes,They are separate,Never,"Yes, I have family",More than three times a week,Never,No,0,-2,-2,-2,2,0,-2,-2,-1,0,0,0,1,0,-2,0,-1,1,0,1,0,1,-2,0,0,1,1,0,0,1,0,0,4.60963
Male,15k - 20k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",No,Always,No,1,0,1,-2,0,-2,-2,0,0,0,2,-1,2,2,1,-2,0,2,1,1,0,-2,2,0,0,0,0,0,1,1,1,-2,0.646357
Male,200k above,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",No,Sometimes,Yes,-1,-1,0,-2,0,0,-2,-1,1,-1,-1,-2,-1,0,-1,-1,0,0,-1,-1,-2,-1,1,2,-1,1,1,-2,-2,0,1,0,9.12243
Female,0 - 10k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",No,Sometimes,No,-2,1,0,-1,0,-1,0,0,-1,-1,0,-2,1,-2,1,-2,-2,0,0,0,-2,1,-2,-2,-2,1,-2,1,2,-1,0,1,-19.0386
Female,15k - 20k,155 - 160,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Never,Yes,-1,-1,2,1,2,1,-1,-2,2,2,0,2,0,0,-2,-1,1,1,2,-2,1,-1,0,2,1,-1,1,1,0,1,2,0,21.8873
Male,10k - 15k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",No,Sometimes,Yes,1,0,0,-2,0,-1,0,1,-2,0,-2,1,0,-2,-2,2,-1,1,-2,0,0,1,0,0,-2,0,0,-2,0,-2,-1,-2,-11.2004
Male,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,-1,-1,1,1,0,1,0,-1,0,1,-1,1,0,1,1,-2,0,2,1,-1,0,0,1,0,1,2,1,1,0,1,0,2,-3.30824
Male,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have friends",At least once a week,Sometimes,Yes,-1,-1,1,1,0,0,-1,-2,0,1,-2,1,-1,0,1,-2,0,1,0,-1,1,-1,1,1,0,-1,1,1,-1,1,0,-1,-2.79793
Female,0 - 10k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Never,No,0,0,1,0,0,-2,-2,0,0,0,-1,1,-1,-2,0,-1,0,1,0,-1,0,-2,-2,1,0,1,0,0,1,1,1,-1,-12.7689
Male,50k - 80k,165 - 170,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,-1,1,0,0,1,-1,-1,0,1,-1,0,0,2,2,-2,1,1,1,-1,1,-1,0,1,1,0,2,1,-2,2,1,-1,16.7027
Male,10k - 15k,175 - 180,Yes,They complement each other,Never,"Yes, I have family",At least once a week,Always,Yes,1,2,1,0,2,0,-1,-2,-2,0,0,-1,2,0,0,2,-1,0,0,-2,0,-1,-2,0,-2,-2,-2,0,-2,-2,-2,0,-6.58482
Male,20k - 50k,180 - 185,Yes,They conflict,Always,"Yes, I have both",At least once a week,Always,Yes,-1,0,1,2,2,1,-1,-1,1,1,-1,-1,0,0,1,0,2,2,1,-2,1,-1,1,2,2,-1,1,-1,-2,2,1,-2,7.63976
Male,0 - 10k,175 - 180,Yes,They complement each other,Always,"Yes, I have family",No,Always,Yes,1,2,1,0,-2,1,1,0,-2,0,1,0,1,2,1,-1,-2,0,1,2,0,0,1,1,0,1,-2,0,1,-2,0,0,-4.14961
Female,10k - 15k,155 - 160,Yes,They conflict,Rarely,No,More than three times a week,Always,Yes,-1,0,1,1,0,0,-2,-1,2,1,-2,-2,-2,-1,0,-2,0,1,0,-2,0,-2,1,2,-1,1,1,-2,-2,2,-2,-2,-6.55672
Female,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Rarely,Yes,-2,-2,1,1,0,1,-2,-1,0,2,-1,-2,1,0,1,-2,0,1,0,0,1,-2,1,0,1,-2,2,1,-1,1,0,-2,-20.2207
Female,10k - 15k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,-1,1,2,-1,1,0,-2,0,0,0,1,-2,0,2,0,0,2,0,-1,1,-2,0,0,0,0,1,0,-2,0,1,0,-5.21533
Male,200k above,180 - 185,Yes,They complement each other,Never,"Yes, I have friends",At least once a week,Never,Yes,-1,-1,-2,1,-2,0,-1,-1,-2,0,-1,-1,-2,0,-2,1,0,1,-1,-2,-1,0,-2,-2,-2,0,0,-1,0,0,1,0,9.7
Male,120k - 150k,185 - 190,Yes,They are separate,Rarely,No,At least once a week,Rarely,Yes,1,2,1,0,0,0,0,0,0,0,1,0,-2,0,1,0,0,1,0,-2,0,0,2,1,0,-2,2,1,-1,1,0,-2,-8.00828
Female,50k - 80k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,0,-2,2,0,0,-2,0,0,2,2,-2,-1,0,-2,0,-1,1,1,1,-2,1,-1,1,2,0,-2,0,2,0,0,2,-2,23.1629
Male,120k - 150k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,0,1,0,-2,-1,1,-2,-1,2,1,-2,2,0,2,0,-2,-2,0,0,-2,-1,1,-2,1,-2,2,0,-2,2,0,1,0,3.60723
Male,0 - 10k,185 - 190,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,0,0,2,2,1,1,0,-2,1,2,0,1,0,1,1,-2,2,2,1,-1,1,-1,1,2,2,-1,2,2,-1,1,-2,-2,-13.4623
Male,200k above,155 - 160,Yes,They complement each other,Never,No,At least once a month,Rarely,Yes,-2,-1,1,2,-2,2,0,-2,2,2,-1,-1,1,2,1,-1,2,2,1,-2,0,0,1,2,1,-2,1,2,0,2,1,-1,13.6898
Female,50k - 80k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Sometimes,Yes,1,1,2,1,0,1,1,0,1,1,1,-1,1,0,2,-2,0,1,1,0,-1,0,1,2,0,-1,1,0,0,1,0,0,7.85091
Female,15k - 20k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,No,1,1,0,0,-2,-1,-2,1,0,0,0,1,-2,-1,-1,2,-1,0,-2,1,-2,-1,-2,1,0,-1,-2,-2,2,-2,-2,0,1.12388
Male,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,-1,-1,2,2,2,2,0,-1,1,1,-1,0,-1,1,1,-1,1,2,1,-2,2,-1,1,2,2,-2,2,2,-1,1,1,-1,9.8023
Male,200k above,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",Rarely,Always,No,2,1,1,-1,0,-2,-1,-2,-1,0,1,0,1,-1,0,2,-2,1,-1,1,-2,1,-2,1,2,1,0,-2,1,0,0,-2,2.5989
Male,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,2,1,0,-2,-2,-1,2,1,-2,1,0,-1,0,-2,0,0,-2,1,-2,0,-2,0,0,-1,0,1,0,1,2,0,1,2,-14.5055
Other,20k - 50k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,-2,1,0,0,0,1,-2,0,0,0,1,1,1,1,-1,0,0,2,-2,0,-2,0,1,1,-1,0,1,0,0,1,0,15.4521
Male,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,0,2,0,-2,-2,-2,-2,-2,2,-1,0,1,0,0,1,-1,1,0,1,0,0,1,1,1,2,0,1,1,0,-2,-2,-19.7034
Male,50k - 80k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Sometimes,Yes,-1,-1,1,0,1,1,0,-2,0,0,-1,0,-1,-2,0,-2,0,2,2,-2,1,-2,2,0,-2,-1,1,0,-1,2,-2,-2,29.3352
Female,80k - 120k,150 - 155,Yes,They are separate,Rarely,"Yes, I have family",At least once a week,Rarely,Yes,-2,-2,1,-2,0,-2,0,-2,1,1,2,0,0,1,-2,1,0,0,1,-2,2,0,2,0,0,0,1,1,1,0,1,1,32.1776
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,Yes,0,0,2,1,-2,-2,-2,-1,2,2,-2,-1,-2,0,1,-2,0,0,0,-2,0,-2,-2,-2,0,0,1,0,0,2,0,-1,-5.5252
Male,0 - 10k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have friends",More than three times a week,Sometimes,Yes,-2,-2,0,-2,-2,-2,0,-2,-2,-2,-2,1,0,-1,-2,-2,-1,-1,0,-2,1,-2,0,-2,-2,1,0,-1,-2,0,-2,-1,-18.2218
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Never,Yes,-2,-2,2,-1,0,0,-1,-1,1,1,0,1,1,0,-2,-1,-2,1,1,-2,0,0,1,1,0,0,0,-2,1,0,0,0,-9.9045
Male,200k above,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,1,-2,2,-2,-2,2,-2,-2,2,0,0,1,-2,1,0,-2,-2,0,2,-2,0,-1,1,1,-2,-2,1,-2,-1,0,1,0,8.26318
Female,120k - 150k,165 - 170,Yes,They complement each other,Never,"Yes, I have family",At least once a month,Never,Yes,0,1,1,0,2,-2,0,0,0,2,-1,0,1,0,0,-1,0,2,0,1,1,1,2,0,0,0,0,1,0,0,-2,-2,-5.14217
Female,0 - 10k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,0,0,1,-1,1,0,-2,-1,0,0,0,0,1,0,1,-1,0,1,1,0,1,-1,0,1,0,0,0,1,-1,1,1,0,-6.88219
Male,15k - 20k,180 - 185,Yes,They conflict,Sometimes,"Yes, I have family",More than three times a week,Always,No,1,1,0,1,1,0,1,-2,1,1,0,1,0,2,0,2,0,2,0,1,1,2,1,0,1,1,-2,-2,1,0,1,1,8.22162
Female,15k - 20k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,-2,-2,0,0,0,-1,-1,1,1,-2,-2,0,2,-1,-2,0,1,0,-1,0,-2,0,-2,1,0,0,-2,1,0,1,0,2.24884
Female,15k - 20k,170 - 175,Yes,They are separate,Never,"Yes, I have family",More than three times a week,Never,No,0,0,-2,-2,1,-1,-2,-2,-2,-2,-2,0,2,0,0,0,-2,1,0,0,-2,2,-2,-2,0,1,-2,-2,1,0,0,1,3.65809
Male,10k - 15k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",More than three times a week,Sometimes,Yes,0,1,2,1,-2,-2,2,-2,0,0,-2,-2,2,0,1,-2,1,2,1,2,0,0,1,1,1,2,0,1,-2,1,0,1,-5.54064
Male,0 - 10k,165 - 170,Yes,They are separate,Never,"Yes, I have family",Rarely,Sometimes,Yes,1,1,1,-2,-2,1,-2,1,-2,0,0,1,1,-2,1,0,-2,0,1,1,0,2,-2,-2,1,2,0,1,0,0,0,1,-28.2638
Male,120k - 150k,165 - 170,Yes,They complement each other,Rarely,No,At least once a month,Rarely,Yes,-1,-1,0,1,1,1,-1,-1,1,2,-1,0,1,0,1,-1,1,1,1,-1,2,-2,1,1,0,-1,2,1,-1,2,1,-1,15.6263
Female,0 - 10k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,-2,-2,1,-2,-2,-1,-1,-1,1,0,-1,0,-1,0,1,1,-1,1,-2,-1,1,-1,1,0,2,1,1,0,-2,0,1,0,-10.9745
Female,200k above,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",No,Never,Yes,-1,-2,1,2,1,1,-2,-1,2,2,-1,0,1,2,0,-1,1,1,2,0,0,-1,0,1,2,-1,1,1,-2,2,1,-1,23.6536
Male,15k - 20k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Always,No,-2,-2,2,1,2,0,-2,-1,1,0,-1,0,1,1,0,0,0,1,-2,0,1,-2,-2,2,2,-1,1,1,-1,1,0,-2,3.37211
Male,0 - 10k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have family",At least once a week,Never,No,-1,-1,1,0,0,0,-1,-2,0,0,-1,0,-1,2,0,0,0,2,1,-2,1,-1,0,2,1,0,-2,-2,0,0,0,-1,-0.0430352
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Always,No,2,2,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,-26.766
Male,120k - 150k,170 - 175,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,1,2,-2,-2,-2,0,-1,-2,-2,-2,-1,-1,1,0,-1,-2,2,0,1,-2,-1,1,1,0,2,-1,-2,1,0,1,1,0.695749
Male,120k - 150k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Never,Yes,-1,-1,1,-2,0,-2,0,-1,0,1,-2,1,0,1,0,-1,1,1,1,-1,1,-2,1,1,-2,0,1,0,-1,-2,0,-2,12.759
Female,120k - 150k,165 - 170,Yes,They conflict,Rarely,No,More than three times a week,Rarely,Yes,-1,-1,1,1,-1,0,-1,-1,1,1,-2,-2,-2,-2,1,-2,1,1,1,-2,1,-1,-2,0,0,-2,1,0,-2,1,1,0,7.9682
Male,200k above,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have friends",More than three times a week,Rarely,Yes,-1,-1,2,0,0,0,0,-1,1,1,0,0,-1,0,2,-1,1,2,2,-1,2,-2,2,1,1,0,2,1,-2,1,1,-2,12.0218
Female,200k above,150 - 155,Yes,They complement each other,Never,"Yes, I have friends",At least once a week,Never,Yes,0,-2,1,1,0,-2,0,-1,1,2,0,0,1,0,2,-2,1,2,1,-1,0,-1,1,1,2,-2,2,1,-2,1,0,1,13.8242
Female,20k - 50k,155 - 160,Yes,They are separate,Rarely,"Yes, I have family",More than three times a week,Rarely,Yes,2,0,2,2,0,1,1,0,1,1,-2,1,-2,1,1,1,1,0,0,-2,0,0,1,2,2,1,0,0,-1,2,0,-1,1.70899
Male,15k - 20k,160 - 165,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,2,2,2,2,-2,0,1,0,0,1,-1,1,-2,1,0,1,-2,1,-2,1,0,-1,2,2,0,1,-1,2,1,1,-2,0,-0.405224
Female,120k - 150k,140 - 150,Yes,They are separate,Never,"Yes, I have both",At least once a month,Always,Yes,0,0,1,2,1,0,0,-2,1,-2,0,0,1,0,2,-2,2,1,0,-1,0,-1,1,0,-2,0,1,0,0,1,1,0,-15.2266
Female,120k - 150k,165 - 170,Yes,They are separate,Sometimes,No,At least once a week,Rarely,Yes,-1,-1,1,0,-1,-2,0,-1,1,1,0,-1,-2,1,-2,-1,0,2,0,-2,0,0,2,1,0,-2,0,1,0,1,0,0,-9.29802
Male,120k - 150k,175 - 180,Yes,They complement each other,Rarely,No,No,Sometimes,Yes,0,0,1,1,1,2,-2,0,2,1,0,-2,2,1,-2,-2,0,0,1,1,0,-2,-2,1,-2,1,2,0,2,1,1,0,-0.898275
Male,20k - 50k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Always,Yes,-2,0,2,2,2,2,1,-2,1,2,0,0,-1,1,0,-1,-2,1,1,-2,1,-2,2,2,-2,-1,-2,0,-1,1,2,-1,14.944
Male,120k - 150k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have family",Rarely,Never,Yes,1,1,2,0,2,0,-2,-2,-2,-2,1,-2,1,-1,0,0,-1,1,0,2,0,1,1,1,-2,1,-2,-2,2,-2,-2,2,-4.84333
Other,15k - 20k,185 - 190,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,-2,0,0,-1,1,-1,0,0,-2,0,-1,0,1,-1,0,2,-2,1,0,0,0,1,-2,0,0,0,-2,-2,-2,-2,-2,0,2.44854
Male,0 - 10k,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",No,Sometimes,Yes,-2,1,-2,0,0,-2,-2,-2,1,-2,-2,-1,2,-2,0,-1,0,-1,0,1,-2,0,1,1,0,1,-2,-2,2,-2,1,-2,-26.5616
Female,10k - 15k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,No,-2,0,1,-2,-2,0,0,-1,-2,1,0,1,-2,-2,1,-2,0,0,-2,-2,2,-1,1,2,-2,-2,1,1,-1,0,1,-2,-2.87006
Female,150k - 200k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Always,Yes,0,1,0,0,1,0,0,0,0,1,0,0,-2,0,0,1,-2,1,1,1,0,0,0,1,0,-2,0,-2,0,0,0,0,-0.617883
Male,0 - 10k,175 - 180,Yes,They conflict,Always,"Yes, I have both",At least once a month,Sometimes,Yes,0,0,1,1,-1,1,0,-2,1,2,0,0,2,1,0,-1,1,1,1,0,1,-2,0,0,1,0,0,0,1,2,1,0,-4.30793
Male,10k - 15k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,-1,0,1,1,1,1,0,-2,1,2,-2,1,-1,1,1,-2,1,2,1,-1,1,-1,2,1,1,0,1,1,-1,1,1,-1,-4.2797
Male,150k - 200k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Never,No,-2,-1,2,-1,0,0,-2,-1,-2,1,-1,2,-2,0,-2,-2,-1,1,1,-2,0,-1,0,0,1,-2,1,2,0,1,-2,-2,2.48875
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,1,1,0,-2,-2,-2,0,0,0,-2,-1,-2,1,1,1,0,-2,0,-2,2,0,1,0,0,-2,2,1,-2,1,1,0,1,-24.6542
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,No,At least once a month,Always,Yes,2,0,0,-2,-1,1,2,0,2,-2,1,-2,-1,1,0,-2,-2,1,-2,-2,-2,-1,0,1,1,-2,0,-2,-2,1,1,-1,-8.71567
Male,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,-1,0,0,1,-2,-2,-2,2,1,-2,-2,0,2,0,-1,2,0,1,-1,0,-1,1,-2,-2,-1,2,0,-1,1,2,-1,6.4925
Male,0 - 10k,180 - 185,Yes,They are separate,Never,"Yes, I have family",At least once a week,Sometimes,Yes,0,0,1,0,0,0,-2,0,1,1,-2,0,1,1,1,0,0,1,0,-2,0,-1,0,0,1,-2,1,0,-1,0,1,-2,-20.1438
Male,10k - 15k,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Always,Yes,0,-2,2,2,2,2,0,-1,1,2,1,1,0,1,2,-1,2,2,2,-1,2,-1,1,2,0,-1,2,2,-1,2,2,-2,7.9528
Male,10k - 15k,155 - 160,Yes,They conflict,Rarely,No,At least once a week,Always,Yes,-2,0,1,-2,1,1,-2,-1,0,1,0,1,0,1,2,0,1,1,1,0,2,-1,1,0,1,2,0,2,-1,1,1,0,-10.6256
